timestamp,currency,price,action,change,balance
1736011800000,btc,3146503.56,sell,-0.02760106,0.02534519
1736013000000,btc,3147862.55,buy,0.00267566,0.02802085
1736014906923,sol,5282.79,sell,-17.99852329,27.65696739
1736015520000,sol,5285.23,withdrawal,-8.59384632,19.06312107
1736016926737,usdt,32.4,withdrawal,-228.000000,1422.509199
1736018160000,sol,5295.09,sell,-9.21188201,9.85123906
1736019240000,btc,3150431.57,sell,-0.00724219,0.02077866
1736020740000,eth,115181.86,deposit,0.64877932,5.23047442
1736021040000,eth,115195.03,sell,-0.05843890,5.17203552
1736023620000,eth,115230.29,withdrawal,-0.83850276,4.33353276
1736025420000,usdt,32.41,withdrawal,-435.000000,987.509199
1736025840000,btc,3147578.5,buy,0.00677399,0.02755265
1736025960000,usdc,32.32,deposit,1461.000000,8073.325213
1736027400000,doge,12.73,deposit,2200.27637745,8753.32960558
1736029620000,btc,3147727.3,buy,0.01339369,0.04094634
1736029800000,usdc,32.32,sell,-4030.240850,4043.084363
1736030880000,sol,5288.0,withdrawal,-2.24907504,7.60216402
1736031480000,sol,5290.46,withdrawal,-2.09489080,5.50727322
1736032920000,usdc,32.32,withdrawal,-339.000000,3704.084363
1736034889491,twd,1.0,withdrawal,-12563,325426
1736038340763,btc,3149094.53,buy,0.01304426,0.05399060
1736044767964,usdt,32.42,deposit,2664.000000,3651.509199
1736044927545,sol,5283.88,sell,-3.00406568,2.50320754
1736056068484,eth,115292.72,withdrawal,-1.22051820,3.11301456
1736056898916,usdc,32.32,sell,-1614.072088,2090.012275
1736058737438,usdt,32.42,deposit,842.000000,4493.509199
1736058972517,sol,5285.53,withdrawal,-0.59485021,1.90835733
1736062076782,twd,1.0,withdrawal,-15664,336718
1736065556278,btc,3148096.37,sell,-0.01873744,0.03525316
1736067504390,twd,1.0,deposit,149107,544813
1736079086864,doge,13.09,withdrawal,-249.70605639,8503.62354919
1736079597113,twd,1.0,deposit,56412,601225
1736079881835,usdc,32.3,withdrawal,-108.000000,1982.012275
1736083298700,eth,115231.08,withdrawal,-0.44415898,2.66885558
1736085257949,doge,13.06,deposit,1608.48179070,10112.10533989
1736089325459,sol,5295.2,deposit,12.94498260,14.85333993
1736098470993,sol,5290.43,deposit,4.94351402,19.79685395
1736107168512,btc,3145912.13,buy,0.01117632,0.04642948
1736108848946,doge,13.16,buy,2156.55833069,12268.66367058
1736109385865,usdc,32.29,withdrawal,-93.000000,1889.012275
1736113065241,doge,13.16,deposit,2004.14601051,14272.80968109
1736114774430,sol,5296.41,sell,-4.89949640,14.89735755
1736115848577,eth,115162.14,buy,0.17984599,2.84870157
1736121468812,sol,5297.46,deposit,11.55934352,26.45670107
1736124764961,usdc,32.27,buy,1005.638113,2894.650388
1736128290389,doge,13.26,withdrawal,-3566.97160330,10705.83807779
1736130501142,doge,13.23,sell,-1619.33546464,9086.50261315
1736134064699,twd,1.0,deposit,40489,572385
1736135830740,btc,3147792.78,withdrawal,-0.01036277,0.03606671
1736139836459,sol,5301.71,buy,2.03232312,28.48902419
1736139857354,sol,5304.99,buy,0.93667007,29.42569426
1736141199783,doge,13.27,sell,-130.52617868,8955.97643447
1736141251145,sol,5300.56,withdrawal,-11.68980299,17.73589127
1736145468705,usdc,32.27,withdrawal,-322.000000,2572.650388
1736147001696,twd,1.0,withdrawal,-27979,530394
1736151083508,usdc,32.26,withdrawal,-184.000000,2388.650388
1736154630462,btc,3154040.07,withdrawal,-0.00922957,0.02683714
1736159648377,usdc,32.26,sell,-366.831298,2021.819090
1736161831077,sol,5296.51,buy,1.91025283,19.64614410
1736163150585,btc,3153893.24,deposit,0.02907392,0.05591106
1736163708565,usdt,32.44,withdrawal,-406.000000,4087.509199
1736164950923,eth,115415.19,sell,-0.25280725,2.59589432
1736165295056,doge,13.59,deposit,1955.64355327,10911.61998774
1736168624680,usdt,32.46,sell,-2238.242163,1849.267036
1736168920908,usdt,32.45,buy,722.204236,2571.471272
1736170554244,btc,3151987.68,deposit,0.03801535,0.09392641
1736173760133,sol,5301.07,deposit,9.46699385,29.11313795
1736176915919,usdc,32.26,sell,-400.458423,1621.360667
1736178552004,btc,3151805.06,withdrawal,-0.03020900,0.06371741
1736179356231,usdt,32.47,buy,963.049368,3534.520640
1736181548324,btc,3151810.52,deposit,0.02428234,0.08799975
1736191353591,sol,5308.63,withdrawal,-2.89414970,26.21898825
1736191368439,btc,3153580.55,buy,0.00333972,0.09133947
1736193150507,btc,3152317.63,sell,-0.02338569,0.06795378
1736196135863,sol,5306.38,buy,3.95472287,30.17371112
1736196585209,usdt,32.47,buy,708.325038,4242.845678
1736198465929,btc,3149823.03,deposit,0.03123868,0.09919246
1736199629426,eth,115109.42,deposit,0.69909062,3.29498494
1736202013493,usdc,32.29,deposit,1328.000000,2949.360667
1736202914938,doge,13.6,sell,-5814.91426912,5096.70571862
1736204689347,sol,5302.14,sell,-15.61792162,14.55578950
1736206485888,eth,115144.56,buy,0.20565531,3.50064025
1736206502968,doge,13.59,buy,1134.54636257,6231.25208119
1736209319054,btc,3151814.5,deposit,0.02088673,0.12007919
1736216155101,sol,5301.96,withdrawal,-5.01407048,9.54171902
1736222526485,eth,115135.45,withdrawal,-0.09184958,3.40879067
1736227226885,usdc,32.27,sell,-1216.075917,1733.284750
1736228404550,usdt,32.42,buy,68.724120,4311.569798
1736230038501,usdt,32.43,withdrawal,-188.000000,4123.569798
1736230727740,sol,5304.48,deposit,13.83949435,23.38121337
1736231080206,btc,3151475.02,withdrawal,-0.03934929,0.08072990
1736232285764,usdc,32.29,buy,516.930559,2250.215309
1736236844556,eth,115350.62,buy,0.24591405,3.65470472
1736240329922,usdt,32.43,deposit,2829.000000,6952.569798
1736240947892,eth,115357.01,buy,0.26932154,3.92402626
1736244013615,twd,1.0,withdrawal,-5453,689615
1736244884920,twd,1.0,deposit,96520,786135
1736249103874,eth,115479.29,buy,0.40365919,4.32768545
1736250540159,doge,13.81,buy,230.71840149,6461.97048268
1736250665109,doge,13.79,buy,444.11071576,6906.08119844
1736252780518,eth,115399.13,buy,0.21998567,4.54767112
1736253398808,twd,1.0,withdrawal,-9766,695059
1736254467914,eth,115345.21,withdrawal,-0.02859489,4.51907623
1736263411914,usdt,32.4,withdrawal,-422.000000,6530.569798
1736263740263,sol,5318.98,buy,3.07754171,26.45875508
1736264891115,doge,13.95,deposit,238.47169740,7144.55289584
1736268369277,twd,1.0,withdrawal,-9451,669239
1736274867834,doge,13.86,withdrawal,-600.82200136,6543.73089448
1736278910355,eth,115354.87,sell,-0.74268493,3.77639130
1736279944238,sol,5328.14,buy,1.26104073,27.71979581
1736285387753,btc,3144173.54,buy,0.01424011,0.09497001
1736285999818,usdt,32.41,withdrawal,-477.000000,6053.569798
1736289767748,btc,3143124.83,sell,-0.01281756,0.08215245
1736291060258,btc,3143632.3,withdrawal,-0.00625044,0.07590201
1736295351956,eth,115428.17,buy,0.01423015,3.79062145
1736295554474,sol,5335.06,deposit,8.09913942,35.81893523
1736296227254,usdt,32.4,deposit,2352.000000,8405.569798
1736297171689,doge,13.88,deposit,1332.96124446,7876.69213894
1736300471025,doge,13.85,buy,1269.18744232,9145.87958126
1736300651496,eth,115476.42,withdrawal,-0.17625648,3.61436497
1736301118015,usdc,32.29,sell,-1224.590511,1025.624798
1736309399568,doge,13.86,deposit,1643.03044851,10788.91002977
1736310455151,usdc,32.29,buy,1019.403929,2045.028727
1736311232439,twd,1.0,deposit,45879,776998
1736318661426,eth,115492.15,deposit,0.56918992,4.18355489
1736322782187,eth,115432.25,buy,0.22523561,4.40879050
1736324990680,sol,5337.69,deposit,7.59443809,43.41337332
1736327311588,sol,5335.26,sell,-11.14940675,32.26396657
1736338560451,usdc,32.28,withdrawal,-124.000000,1921.028727
1736341840983,usdc,32.27,buy,779.622378,2700.651105
1736345484406,sol,5345.9,withdrawal,-1.34215150,30.92181507
1736345578046,btc,3147117.86,buy,0.00164169,0.07754370
1736355673258,usdc,32.29,deposit,1711.000000,4411.651105
1736363621924,usdt,32.4,deposit,1590.000000,9995.569798
1736367071500,btc,3149184.8,withdrawal,-0.02310603,0.05443767
1736368012051,usdc,32.3,buy,324.729260,4736.380365
1736368803652,btc,3148183.09,buy,0.00927318,0.06371085
1736369488690,sol,5351.01,deposit,10.93108523,41.85290030
1736377934815,eth,115391.56,sell,-0.68251962,3.72627088
1736379779332,doge,14.2,sell,-6216.21417352,4572.69585625
1736387593795,twd,1.0,deposit,51411,958904
1736392657497,doge,14.22,deposit,1548.12888597,6120.82474222
1736395416738,usdc,32.3,deposit,689.000000,5425.380365
1736398330314,btc,3149104.04,sell,-0.02090817,0.04280268
1736398380000,doge,14.21,sell,-2102.23810392,4018.58663830
1736398638114,usdt,32.41,buy,1189.708759,11185.278557
1736398777637,sol,5357.29,deposit,12.25908367,54.11198397
1736400360000,btc,3149082.0,buy,0.01342455,0.05622723
1736401080000,usdt,32.42,deposit,2320.000000,13505.278557
1736403720000,usdc,32.29,buy,105.538384,5530.918749
1736421231870,usdt,32.43,buy,182.317213,13687.595770
1736423279117,sol,5368.03,sell,-20.71875080,33.39323317
1736424561984,eth,115313.9,deposit,1.34663512,5.07290600
1736424658858,sol,5364.48,buy,2.32160148,35.71483465
1736425355930,doge,14.27,sell,-2161.20330821,1857.38333009
1736427334220,doge,14.3,sell,-417.20066119,1440.18266890
1736438454061,sol,5355.3,withdrawal,-5.58081716,30.13401749
1736440277665,btc,3152712.9,deposit,0.00826563,0.06449286
1736442772515,usdt,32.42,withdrawal,-274.000000,13413.595770
1736444512065,btc,3151156.6,sell,-0.03807917,0.02641369
1736447555013,doge,14.22,sell,-481.73341808,958.44925082
1736449273448,btc,3151242.91,sell,-0.01297931,0.01343438
1736458660260,usdc,32.31,buy,633.224750,6164.143499
1736459572349,usdc,32.3,withdrawal,-371.000000,5793.143499
1736461453783,twd,1.0,deposit,58011,1305314
1736462503968,usdt,32.44,deposit,2118.000000,15531.595770
1736462577313,eth,115385.32,buy,0.37300934,5.44591534
1736462840943,eth,115396.79,deposit,1.25832091,6.70423625
1736464730313,usdc,32.32,deposit,532.000000,6325.143499
1736465587633,eth,115335.98,buy,0.01076121,6.71499746
1736471345925,doge,14.2,withdrawal,-288.02892001,670.42033081
1736480096812,usdc,32.32,withdrawal,-423.000000,5902.143499
1736480765106,usdc,32.33,withdrawal,-247.000000,5655.143499
1736483425270,eth,115378.6,buy,0.34288537,7.05788283
1736484597327,eth,115385.92,withdrawal,-1.82168092,5.23620191
1736488732416,btc,3157527.23,sell,-0.00289866,0.01053572
1736496894574,eth,115365.72,withdrawal,-1.10990423,4.12629768
1736497208963,eth,115395.52,buy,0.18378139,4.31007907
1736497440000,sol,5378.39,buy,3.01084603,33.14486352
1736499066102,btc,3158624.74,withdrawal,-0.00235449,0.00818123
1736499540000,eth,115383.07,buy,0.13280542,4.44288449
1736499903319,sol,5384.11,deposit,3.40784232,36.55270584
1736502365315,doge,14.33,withdrawal,-240.04123631,430.37909450
1736507423875,doge,14.29,deposit,952.36354328,1382.74263778
1736539518192,twd,1.0,deposit,85414,1263314
1736540748566,btc,3159542.86,deposit,0.04052043,0.04870166
1736542611336,twd,1.0,withdrawal,-11041,1252273
1736543076059,sol,5381.91,buy,6.57599632,43.12870216
1736543785740,doge,14.26,sell,-828.84473605,553.89790173
1736552593281,eth,115404.23,sell,-0.72528856,3.71759593
1736563492644,eth,115377.42,withdrawal,-1.40583065,2.31176528
1736565497242,sol,5393.07,sell,-2.76290574,40.36579642
1736566140577,twd,1.0,deposit,72938,1400244
1736568467787,sol,5398.51,deposit,3.96620019,44.33199661
1736573156326,doge,14.31,buy,273.22462550,827.12252723
1736578889545,btc,3164481.88,deposit,0.03441932,0.08312098
1736580134209,twd,1.0,deposit,117877,1514213
1736587563177,eth,115270.86,sell,-1.35003404,0.96173124
1736598402426,doge,14.29,withdrawal,-305.49844745,521.62407978
1736598762805,usdt,32.42,sell,-8293.803519,7237.792251
1736611159373,doge,14.33,deposit,2390.01099264,2911.63507242
1736612926044,usdt,32.43,sell,-4007.198155,3230.594096
1736614586433,sol,5393.34,withdrawal,-16.18155789,28.15043872
1736619133634,usdc,32.34,buy,1008.974781,6664.118280
1736627726822,twd,1.0,withdrawal,-21001,2015035
1736628845245,btc,3165525.87,buy,0.00974245,0.09286343
1736637999879,eth,115445.97,buy,0.35585758,1.31758882
1736644675014,usdc,32.34,withdrawal,-404.000000,6260.118280
1736645873949,usdt,32.41,withdrawal,-269.000000,2961.594096
1736648273579,usdt,32.4,sell,-161.626324,2799.967772
1736649565884,usdt,32.41,deposit,1654.000000,4453.967772
1736650852851,btc,3164906.44,withdrawal,-0.02638081,0.06648262
1736651565178,usdt,32.41,sell,-1171.198117,3282.769655
1736652199014,twd,1.0,deposit,109752,2096062
1736652220945,btc,3165020.28,buy,0.00907578,0.07555840
1736655342976,twd,1.0,withdrawal,-8432,2058905
1736660266821,sol,5403.5,sell,-12.50488579,15.64555293
1736660830617,eth,115514.48,sell,-0.64376484,0.67382398
1736661094199,eth,115523.39,buy,0.31174094,0.98556492
1736662285803,usdt,32.4,buy,920.719381,4203.489036
1736670769035,twd,1.0,withdrawal,-22966,2112024
1736672912878,doge,14.56,withdrawal,-392.98588158,2518.64919084
1736679957268,btc,3166198.45,deposit,0.02823807,0.10379647
1736683776168,twd,1.0,deposit,94087,2206111
1736688115997,btc,3165370.35,sell,-0.03846801,0.06532846
1736693827767,twd,1.0,withdrawal,-29061,2298816
1736696699577,btc,3164392.52,sell,-0.00431825,0.06101021
1736701441648,usdc,32.37,buy,1115.915575,7376.033855
1736712527751,usdt,32.43,sell,-1640.270778,2563.218258
1736717304523,doge,14.56,buy,1410.04835952,3928.69755036
1736718565209,twd,1.0,withdrawal,-17764,2291250
1736719292288,btc,3164310.18,buy,0.01157118,0.07258139
1736721575382,btc,3162887.17,withdrawal,-0.02026399,0.05231740
1736725599547,usdt,32.41,buy,730.886133,3294.104391
1736726890193,usdt,32.42,sell,-1462.858654,1831.245737
1736729843843,sol,5419.17,deposit,3.84975185,19.49530478
1736731191887,eth,115506.52,buy,0.18303070,1.16859562
1736731756618,usdt,32.42,sell,-1051.382999,779.862738
1736731920504,btc,3166245.77,sell,-0.02784240,0.02447500
1736737805481,sol,5411.84,deposit,6.04769196,25.54299674
1736753556353,doge,14.69,deposit,1842.59960010,5771.29715046
1736755460430,btc,3166277.17,withdrawal,-0.00262603,0.02184897
1736755496422,usdc,32.37,withdrawal,-150.000000,7226.033855
1736756676256,twd,1.0,withdrawal,-24780,2354689
1736758432726,sol,5413.68,withdrawal,-6.38354876,19.15944798
1736760133577,btc,3165113.58,deposit,0.03074314,0.05259211
1736762166878,doge,14.68,withdrawal,-1329.63233007,4441.66482039
1736762853348,btc,3167311.61,buy,0.01035586,0.06294797
1736763259572,usdc,32.37,withdrawal,-225.000000,7001.033855
1736765939593,btc,3167522.53,deposit,0.01272275,0.07567072
1736766515554,usdc,32.39,buy,1247.019002,8248.052857
1736767316356,usdc,32.38,sell,-3495.479880,4752.572977
1736769495833,twd,1.0,deposit,132917,2527602
1736776474470,doge,14.56,sell,-958.09002290,3483.57479749
1736777491348,usdc,32.39,deposit,1047.000000,5799.572977
1736780758783,doge,14.56,sell,-1130.34569592,2353.22910157
1736783571800,twd,1.0,withdrawal,-29001,2529014
1736783710187,eth,115529.05,sell,-0.52249114,0.64610448
1736783837283,doge,14.65,sell,-771.26902538,1581.96007619
1736787927461,btc,3167780.48,buy,0.01545649,0.09112721
1736792017150,btc,3167843.53,deposit,0.03272577,0.12385298
1736794895527,twd,1.0,deposit,100518,2652229
1736798614221,eth,115647.79,sell,-0.34379752,0.30230696
1736799075185,btc,3168117.31,deposit,0.02016373,0.14401671
1736802115460,btc,3168930.02,deposit,0.03364433,0.17766104
1736806368804,btc,3168571.66,deposit,0.04139035,0.21905139
1736807605906,doge,14.67,deposit,387.96929176,1969.92936795
1736809565663,sol,5403.91,deposit,6.87993071,26.03937869
1736812026717,doge,14.63,withdrawal,-188.85466698,1781.07470097
1736813844770,doge,14.62,buy,297.44595518,2078.52065615
1736815320571,sol,5397.62,deposit,4.14620362,30.18558231
1736822418963,eth,115672.49,deposit,0.41052875,0.71283571
1736822808124,usdt,32.46,deposit,2825.000000,3604.862738
1736825162991,btc,3170164.7,deposit,0.03336111,0.25241250
1736825183103,usdc,32.39,buy,1061.505093,6861.078070
1736827961196,eth,115631.18,sell,-0.35218146,0.36065425
1736832143239,usdc,32.4,sell,-1187.886102,5673.191968
1736836151346,eth,115601.58,withdrawal,-0.02129540,0.33935885
1736837805581,usdt,32.44,buy,982.336368,4587.199106
1736841386575,usdt,32.44,deposit,1451.000000,6038.199106
1736852713197,btc,3167927.81,deposit,0.02054885,0.27296135
1736858520000,sol,5392.48,withdrawal,-5.91274321,24.27283910
1736860860000,sol,5389.76,withdrawal,-6.18849487,18.08434423
1736861107558,usdt,32.42,deposit,1472.000000,7510.199106
1736861850272,eth,115663.71,deposit,0.83305646,1.17241531
1736863320000,twd,1.0,deposit,48103,2748703
1736864040000,sol,5397.21,buy,6.51897466,24.60331889
1736864428964,sol,5400.88,deposit,8.32825361,32.93157250
1736868661450,btc,3170093.4,deposit,0.03430579,0.30726714
1736873062195,usdt,32.44,withdrawal,-181.000000,7329.199106
1736875119988,usdc,32.39,sell,-2037.159085,3636.032883
1736877799244,sol,5404.56,withdrawal,-1.25712767,31.67444483
1736883466707,sol,5404.93,buy,2.44819801,34.12264284
1736884007330,sol,5408.1,withdrawal,-5.17387315,28.94876969
1736888975909,usdt,32.43,deposit,1228.000000,8557.199106
1736891526527,doge,14.68,withdrawal,-293.57696462,1784.94369153
1736893035488,eth,115636.87,deposit,0.99972649,2.17214180
1736895732646,btc,3175385.97,buy,0.00751155,0.31477869
1736898436317,usdc,32.4,withdrawal,-378.000000,3258.032883
1736901065214,doge,14.67,buy,560.01206613,2344.95575766
1736901604127,usdc,32.42,sell,-1123.080192,2134.952691
1736908820578,twd,1.0,withdrawal,-16704,2753894
1736918752593,doge,14.69,sell,-1246.93771288,1098.01804478
1736920688748,doge,14.71,buy,607.77943095,1705.79747573
1736923206177,eth,115687.19,sell,-1.10100881,1.07113299
1736923381923,eth,115696.53,buy,0.04596599,1.11709898
1736931056084,sol,5414.7,withdrawal,-4.05463172,24.89413797
1736934324579,btc,3177772.6,sell,-0.09305499,0.22172370
1736935869774,usdc,32.43,deposit,2372.000000,4506.952691
1736942290342,eth,115665.52,buy,0.19573390,1.31283288
1736942988670,sol,5410.86,withdrawal,-8.00657457,16.88756340
1736945321974,doge,14.85,sell,-285.10550688,1420.69196885
1736947485820,sol,5407.36,deposit,8.97337306,25.86093646
1736949522555,eth,115798.3,deposit,1.40338135,2.71621423
1736949541911,sol,5401.98,deposit,11.86373985,37.72467631
1736950157879,sol,5404.01,deposit,9.96357284,47.68824915
1736950957808,sol,5405.07,sell,-13.70038824,33.98786091
1736954312039,usdt,32.41,deposit,1104.000000,9661.199106
1736961425535,eth,115833.95,deposit,0.48605082,3.20226505
1736965448961,eth,115783.13,withdrawal,-0.30100656,2.90125849
1736966808809,usdc,32.45,sell,-29.080632,4477.872059
1736976799380,btc,3179677.94,deposit,0.03764608,0.25936978
1736978125562,sol,5405.47,deposit,6.82038255,40.80824346
1736979162566,usdc,32.46,sell,-794.392953,3683.479106
1736983868466,eth,115764.91,deposit,1.31477412,4.21603261
1736983872318,usdt,32.39,deposit,2668.000000,12329.199106
1736986720804,eth,115746.53,withdrawal,-0.49774352,3.71828909
1736988939390,usdt,32.4,buy,1317.497504,13646.696610
1736988969728,usdt,32.4,sell,-3484.938668,10161.757942
1736997334266,eth,115679.5,deposit,1.23116203,4.94945112
1736997502555,usdt,32.39,buy,828.930652,10990.688594
1737000993380,btc,3176762.6,deposit,0.03494616,0.29431594
1737004076988,usdc,32.46,deposit,634.000000,4317.479106
1737011032707,sol,5398.87,withdrawal,-9.98797233,30.82027113
1737019891692,eth,115857.13,withdrawal,-1.70354200,3.24590912
1737020161621,btc,3174354.61,buy,0.01552042,0.30983636
1737024487175,sol,5400.32,deposit,10.76540032,41.58567145
1737024883059,usdt,32.42,deposit,1453.000000,12443.688594
1737031204583,btc,3175096.19,withdrawal,-0.11581548,0.19402088
1737033676295,eth,115732.67,buy,0.23624957,3.48215869
1737034843767,eth,115759.56,deposit,1.26716426,4.74932295
1737049459456,btc,3173635.62,deposit,0.03913095,0.23315183
1737051826527,sol,5398.94,buy,7.94041042,49.52608187
1737052436690,usdc,32.46,sell,-2472.586533,1844.892573
1737056123423,usdc,32.46,deposit,2659.000000,4503.892573
1737057953555,twd,1.0,withdrawal,-28640,3238936
1737058158112,usdc,32.45,withdrawal,-90.000000,4413.892573
1737058457156,btc,3171299.89,buy,0.01302986,0.24618169
1737058978345,usdc,32.46,withdrawal,-386.000000,4027.892573
1737060579193,sol,5398.71,withdrawal,-3.52298891,46.00309296
1737065306938,usdt,32.41,deposit,598.000000,13041.688594
1737078725054,twd,1.0,deposit,21783,3219397
1737080954401,btc,3173848.4,deposit,0.03260635,0.27878804
1737084492449,doge,15.1,withdrawal,-314.66915806,1106.02281079
1737084640012,usdc,32.48,withdrawal,-80.000000,3947.892573
1737085702795,twd,1.0,deposit,129317,3348714
1737086365306,btc,3176888.16,deposit,0.02749666,0.30628470
1737092125413,btc,3176650.23,withdrawal,-0.00114961,0.30513509
1737093183377,eth,115890.32,sell,-2.70118624,2.04813671
1737093896294,twd,1.0,deposit,111664,3773420
